distance_km,weather,transport_mode,supplier_reliability,is_holiday,origin,destination,delayed
118.8,Snow,Road,84.6,1,Rotterdam Gate,Paris Nord,0
1948.4,Clear,Air,65.7,0,Frankfurt Central,Zurich Terminus,1
416.3,Clear,Road,85.2,0,Hamburg Port,Prague Depot,0
700.3,Storm,Air,61.6,0,Rotterdam Gate,Warsaw Crossdock,1
942.8,Snow,Road,74.3,0,Rotterdam Gate,Paris Nord,1
445.1,Clear,Rail,74.6,0,Milan Cargo,Vienna Logistics,0
620.1,Storm,Rail,62.2,0,Rotterdam Gate,Prague Depot,1
1795.3,Rain,Rail,82.7,0,Rotterdam Gate,Warsaw Crossdock,0
814.1,Clear,Road,84.2,0,Hamburg Port,Zurich Terminus,0
847.6,Snow,Road,85.1,0,Rotterdam Gate,Berlin DC,0
1140.7,Clear,Air,61.6,0,Hamburg Port,Berlin DC,0
2346.2,Rain,Sea,85.3,0,Milan Cargo,Paris Nord,0
1034.3,Clear,Road,96.0,0,Munich Hub,Berlin DC,0
433.3,Snow,Road,90.8,0,Rotterdam Gate,Prague Depot,1
255.8,Clear,Road,64.5,0,Milan Cargo,Zurich Terminus,0
1199.9,Clear,Road,85.4,0,Munich Hub,Warsaw Crossdock,0
429.9,Rain,Road,89.0,0,Rotterdam Gate,Vienna Logistics,0
1038.1,Clear,Rail,31.0,0,Frankfurt Central,Vienna Logistics,1
2348.3,Storm,Air,74.0,0,Hamburg Port,Vienna Logistics,0
286.9,Storm,Road,86.5,0,Hamburg Port,Vienna Logistics,1
1484.4,Clear,Air,80.7,0,Antwerp Freight,Paris Nord,1
1023.2,Snow,Sea,87.1,0,Rotterdam Gate,Berlin DC,0
1776.7,Clear,Air,84.2,0,Rotterdam Gate,Vienna Logistics,0
922.6,Storm,Rail,68.9,0,Antwerp Freight,Warsaw Crossdock,1
766.7,Rain,Road,75.7,0,Hamburg Port,Zurich Terminus,0
2349.1,Storm,Sea,64.9,0,Munich Hub,Vienna Logistics,1
2630.2,Rain,Sea,91.0,0,Hamburg Port,Zurich Terminus,0
1719.6,Storm,Rail,57.3,0,Rotterdam Gate,Warsaw Crossdock,0
897.8,Clear,Road,64.9,0,Frankfurt Central,Warsaw Crossdock,0
926.0,Clear,Rail,97.0,0,Rotterdam Gate,Vienna Logistics,0
242.8,Clear,Road,47.0,1,Frankfurt Central,Vienna Logistics,1
1306.4,Rain,Rail,87.0,0,Frankfurt Central,Vienna Logistics,0
2271.0,Fog,Air,78.2,0,Hamburg Port,Paris Nord,1
719.9,Clear,Road,54.2,0,Frankfurt Central,Warsaw Crossdock,0
710.2,Clear,Road,74.4,0,Milan Cargo,Prague Depot,0
972.3,Clear,Road,74.7,1,Frankfurt Central,Berlin DC,0
156.0,Rain,Road,75.8,0,Antwerp Freight,Vienna Logistics,0
833.2,Clear,Road,80.1,0,Frankfurt Central,Vienna Logistics,0
1103.9,Clear,Rail,96.1,0,Rotterdam Gate,Warsaw Crossdock,0
114.9,Snow,Road,84.8,0,Hamburg Port,Berlin DC,1
346.2,Clear,Road,83.5,1,Munich Hub,Zurich Terminus,0
620.6,Clear,Road,72.8,1,Frankfurt Central,Berlin DC,0
514.1,Clear,Road,48.7,0,Antwerp Freight,Vienna Logistics,0
236.0,Storm,Rail,88.2,0,Munich Hub,Prague Depot,0
1153.3,Clear,Road,73.3,0,Hamburg Port,Vienna Logistics,0
766.9,Clear,Road,85.7,0,Hamburg Port,Prague Depot,0
1537.9,Rain,Rail,84.0,0,Frankfurt Central,Warsaw Crossdock,0
1478.0,Snow,Air,64.5,0,Milan Cargo,Berlin DC,1
863.6,Fog,Road,95.0,0,Milan Cargo,Zurich Terminus,0
403.8,Storm,Rail,43.7,0,Frankfurt Central,Zurich Terminus,1
1758.2,Rain,Rail,54.0,0,Rotterdam Gate,Vienna Logistics,1
830.0,Rain,Road,75.5,1,Hamburg Port,Prague Depot,0
1511.8,Rain,Rail,90.0,1,Milan Cargo,Berlin DC,0
924.8,Storm,Rail,70.9,0,Antwerp Freight,Berlin DC,0
180.0,Snow,Road,47.3,0,Rotterdam Gate,Warsaw Crossdock,1
1765.9,Clear,Rail,89.7,0,Milan Cargo,Berlin DC,0
235.8,Clear,Road,79.9,0,Rotterdam Gate,Prague Depot,0
430.4,Clear,Rail,92.5,0,Frankfurt Central,Vienna Logistics,0
998.5,Rain,Road,74.1,0,Milan Cargo,Vienna Logistics,0
2013.8,Clear,Sea,70.0,1,Antwerp Freight,Prague Depot,0
1176.1,Rain,Rail,59.3,0,Hamburg Port,Paris Nord,0
1898.1,Rain,Sea,88.2,0,Milan Cargo,Zurich Terminus,0
1046.9,Clear,Air,73.7,0,Milan Cargo,Warsaw Crossdock,0
166.1,Rain,Road,76.0,0,Munich Hub,Zurich Terminus,0
276.4,Rain,Road,89.5,1,Antwerp Freight,Vienna Logistics,0
635.5,Snow,Road,60.5,0,Frankfurt Central,Prague Depot,0
417.5,Clear,Road,78.0,0,Munich Hub,Berlin DC,0
1118.5,Fog,Road,92.7,0,Frankfurt Central,Prague Depot,0
1036.2,Clear,Air,68.1,0,Hamburg Port,Zurich Terminus,0
1277.2,Rain,Sea,56.3,0,Milan Cargo,Zurich Terminus,1
1630.3,Clear,Rail,84.0,1,Milan Cargo,Berlin DC,0
1485.1,Storm,Rail,79.6,0,Rotterdam Gate,Warsaw Crossdock,0
1179.1,Fog,Air,48.7,0,Rotterdam Gate,Warsaw Crossdock,1
1120.0,Clear,Road,76.3,0,Hamburg Port,Vienna Logistics,0
719.9,Clear,Road,60.8,0,Antwerp Freight,Zurich Terminus,1
1024.6,Fog,Rail,58.0,0,Antwerp Freight,Zurich Terminus,0
1405.0,Rain,Sea,72.5,1,Rotterdam Gate,Berlin DC,1
1108.9,Fog,Air,74.6,1,Hamburg Port,Berlin DC,0
108.4,Clear,Road,64.8,0,Rotterdam Gate,Warsaw Crossdock,0
887.5,Clear,Road,64.7,0,Munich Hub,Berlin DC,0
812.3,Clear,Road,92.5,1,Frankfurt Central,Berlin DC,0
764.6,Fog,Road,92.3,0,Munich Hub,Zurich Terminus,0
1016.8,Rain,Road,77.1,1,Munich Hub,Warsaw Crossdock,1
901.9,Rain,Rail,54.8,1,Rotterdam Gate,Vienna Logistics,1
1374.1,Rain,Air,73.5,0,Munich Hub,Warsaw Crossdock,0
260.2,Snow,Rail,49.2,1,Rotterdam Gate,Vienna Logistics,1
1633.4,Clear,Air,58.6,0,Munich Hub,Prague Depot,0
1113.4,Rain,Road,71.1,0,Antwerp Freight,Paris Nord,1
1518.6,Clear,Air,49.8,0,Munich Hub,Prague Depot,1
335.1,Clear,Road,80.2,1,Antwerp Freight,Zurich Terminus,0
232.8,Rain,Road,90.5,1,Frankfurt Central,Prague Depot,1
961.7,Clear,Air,52.8,0,Rotterdam Gate,Paris Nord,0
2056.4,Rain,Sea,72.8,0,Rotterdam Gate,Prague Depot,1
438.4,Fog,Rail,76.3,1,Milan Cargo,Vienna Logistics,0
923.4,Rain,Road,86.9,0,Munich Hub,Paris Nord,0
594.4,Rain,Road,88.3,0,Munich Hub,Paris Nord,0
1199.1,Clear,Air,64.3,0,Munich Hub,Warsaw Crossdock,0
1124.1,Rain,Road,79.0,0,Antwerp Freight,Berlin DC,0
1437.7,Storm,Rail,60.9,0,Antwerp Freight,Prague Depot,1
1173.0,Storm,Air,85.7,0,Antwerp Freight,Vienna Logistics,0
2388.8,Rain,Air,64.9,0,Rotterdam Gate,Warsaw Crossdock,0
280.3,Clear,Road,81.1,0,Frankfurt Central,Paris Nord,0
550.5,Snow,Road,48.2,0,Antwerp Freight,Prague Depot,1
1520.9,Rain,Air,75.5,0,Milan Cargo,Zurich Terminus,0
1027.0,Clear,Road,79.8,0,Frankfurt Central,Paris Nord,0
838.6,Fog,Air,57.9,0,Antwerp Freight,Warsaw Crossdock,1
460.2,Clear,Rail,72.9,1,Hamburg Port,Vienna Logistics,0
1761.0,Clear,Rail,70.8,0,Hamburg Port,Vienna Logistics,1
851.8,Fog,Road,90.2,0,Milan Cargo,Warsaw Crossdock,0
761.1,Clear,Road,50.0,0,Frankfurt Central,Paris Nord,0
755.6,Clear,Road,66.7,0,Munich Hub,Prague Depot,0
425.1,Clear,Road,83.4,0,Rotterdam Gate,Zurich Terminus,0
1015.8,Storm,Road,82.6,0,Antwerp Freight,Paris Nord,1
1104.1,Clear,Road,61.9,1,Milan Cargo,Paris Nord,0
706.4,Fog,Road,74.0,0,Munich Hub,Zurich Terminus,1
936.5,Rain,Road,69.5,0,Rotterdam Gate,Warsaw Crossdock,0
228.1,Clear,Rail,83.5,0,Antwerp Freight,Berlin DC,0
1728.3,Clear,Rail,48.0,0,Munich Hub,Zurich Terminus,0
1026.4,Clear,Road,73.0,0,Frankfurt Central,Prague Depot,0
952.3,Clear,Road,85.2,0,Frankfurt Central,Berlin DC,0
1323.6,Fog,Rail,85.0,1,Antwerp Freight,Prague Depot,0
875.1,Storm,Road,66.4,1,Milan Cargo,Prague Depot,1
663.2,Rain,Air,94.9,0,Munich Hub,Paris Nord,0
154.2,Clear,Road,64.2,0,Munich Hub,Paris Nord,0
3056.6,Fog,Sea,70.1,0,Munich Hub,Vienna Logistics,1
1345.3,Storm,Rail,51.9,0,Munich Hub,Prague Depot,1
1587.5,Fog,Sea,61.4,0,Munich Hub,Vienna Logistics,1
265.0,Storm,Rail,78.5,0,Rotterdam Gate,Zurich Terminus,1
1022.0,Clear,Road,85.4,0,Hamburg Port,Paris Nord,1
240.6,Rain,Road,88.2,0,Rotterdam Gate,Prague Depot,1
2022.9,Clear,Air,64.6,0,Milan Cargo,Paris Nord,0
847.1,Rain,Rail,82.6,0,Rotterdam Gate,Zurich Terminus,1
1471.4,Rain,Sea,72.9,1,Munich Hub,Paris Nord,0
984.4,Clear,Rail,45.9,0,Rotterdam Gate,Paris Nord,0
594.8,Clear,Road,41.4,1,Rotterdam Gate,Paris Nord,0
700.2,Rain,Road,72.1,1,Rotterdam Gate,Berlin DC,1
148.8,Storm,Road,80.3,0,Antwerp Freight,Zurich Terminus,1
1191.0,Clear,Road,81.7,0,Antwerp Freight,Zurich Terminus,0
259.8,Clear,Rail,76.5,1,Munich Hub,Zurich Terminus,0
721.2,Clear,Road,77.3,0,Munich Hub,Zurich Terminus,0
2264.8,Fog,Air,92.9,0,Rotterdam Gate,Warsaw Crossdock,1
1147.0,Storm,Rail,66.7,0,Antwerp Freight,Berlin DC,1
544.0,Rain,Road,59.1,0,Hamburg Port,Paris Nord,0
1157.6,Rain,Road,74.8,0,Milan Cargo,Vienna Logistics,0
847.5,Clear,Road,76.4,1,Hamburg Port,Paris Nord,1
610.3,Fog,Rail,89.8,0,Rotterdam Gate,Zurich Terminus,0
258.5,Rain,Road,45.4,0,Rotterdam Gate,Paris Nord,0
1084.1,Storm,Road,89.6,0,Antwerp Freight,Paris Nord,1
1000.4,Clear,Rail,57.8,0,Antwerp Freight,Vienna Logistics,0
1158.2,Rain,Air,68.2,0,Munich Hub,Vienna Logistics,1
617.4,Clear,Air,89.1,0,Hamburg Port,Paris Nord,0
1514.2,Clear,Rail,43.8,0,Hamburg Port,Vienna Logistics,0
1153.5,Rain,Road,86.5,0,Frankfurt Central,Zurich Terminus,0
2518.7,Clear,Sea,83.5,0,Rotterdam Gate,Zurich Terminus,0
1719.1,Fog,Sea,61.5,0,Hamburg Port,Berlin DC,0
754.4,Rain,Road,82.2,1,Antwerp Freight,Zurich Terminus,0
702.0,Clear,Rail,58.1,0,Frankfurt Central,Berlin DC,0
1664.2,Clear,Sea,72.2,1,Milan Cargo,Warsaw Crossdock,1
705.6,Clear,Road,91.0,0,Milan Cargo,Vienna Logistics,0
438.8,Rain,Rail,74.1,0,Munich Hub,Paris Nord,1
1059.0,Snow,Air,81.3,0,Frankfurt Central,Vienna Logistics,0
967.6,Clear,Road,65.5,0,Antwerp Freight,Warsaw Crossdock,1
1513.2,Fog,Sea,69.4,1,Rotterdam Gate,Vienna Logistics,1
476.8,Snow,Road,61.0,0,Munich Hub,Zurich Terminus,1
1966.8,Clear,Sea,75.3,0,Rotterdam Gate,Warsaw Crossdock,1
210.9,Rain,Road,73.4,0,Hamburg Port,Warsaw Crossdock,0
1162.6,Clear,Air,55.6,1,Hamburg Port,Prague Depot,1
870.7,Clear,Road,77.8,0,Frankfurt Central,Vienna Logistics,0
879.4,Clear,Air,74.6,0,Munich Hub,Zurich Terminus,0
1110.9,Storm,Road,86.4,0,Munich Hub,Prague Depot,1
1010.4,Clear,Road,97.8,0,Munich Hub,Zurich Terminus,0
2631.7,Snow,Sea,45.1,0,Hamburg Port,Warsaw Crossdock,1
943.4,Clear,Road,83.0,0,Munich Hub,Paris Nord,0
564.2,Clear,Road,73.8,0,Antwerp Freight,Vienna Logistics,0
344.4,Clear,Rail,84.3,1,Rotterdam Gate,Paris Nord,0
448.1,Clear,Rail,72.6,0,Rotterdam Gate,Warsaw Crossdock,1
1598.5,Fog,Air,86.4,1,Frankfurt Central,Warsaw Crossdock,1
1429.8,Clear,Rail,49.2,0,Milan Cargo,Zurich Terminus,0
1444.9,Storm,Air,55.5,0,Hamburg Port,Prague Depot,1
678.5,Fog,Road,54.7,0,Milan Cargo,Zurich Terminus,0
2290.3,Rain,Sea,44.3,0,Milan Cargo,Zurich Terminus,1
1023.1,Clear,Road,93.8,1,Rotterdam Gate,Warsaw Crossdock,0
102.0,Clear,Road,80.4,0,Antwerp Freight,Warsaw Crossdock,0
545.6,Fog,Road,62.8,1,Munich Hub,Warsaw Crossdock,0
101.3,Clear,Road,83.4,0,Antwerp Freight,Paris Nord,0
233.3,Clear,Rail,75.1,0,Milan Cargo,Warsaw Crossdock,0
2018.3,Rain,Air,76.7,0,Antwerp Freight,Warsaw Crossdock,1
620.8,Rain,Road,64.8,0,Frankfurt Central,Zurich Terminus,0
257.6,Fog,Road,83.3,1,Munich Hub,Zurich Terminus,1
2117.2,Storm,Air,55.3,0,Hamburg Port,Zurich Terminus,1
1780.3,Snow,Air,87.0,0,Rotterdam Gate,Berlin DC,1
1546.6,Storm,Air,86.5,0,Antwerp Freight,Zurich Terminus,0
377.9,Clear,Road,73.5,0,Rotterdam Gate,Zurich Terminus,0
538.4,Fog,Road,57.6,1,Frankfurt Central,Vienna Logistics,0
945.1,Clear,Road,93.0,0,Munich Hub,Berlin DC,0
2542.6,Storm,Air,62.6,0,Antwerp Freight,Warsaw Crossdock,1
913.9,Snow,Rail,49.9,0,Milan Cargo,Prague Depot,0
677.0,Storm,Air,64.6,0,Antwerp Freight,Paris Nord,1
237.5,Clear,Rail,89.4,0,Hamburg Port,Prague Depot,0
1045.5,Storm,Air,61.6,0,Milan Cargo,Berlin DC,1
1630.9,Snow,Rail,72.7,0,Frankfurt Central,Warsaw Crossdock,0
1031.5,Rain,Rail,63.5,0,Antwerp Freight,Prague Depot,0
1500.1,Clear,Air,71.4,0,Munich Hub,Berlin DC,0
572.9,Rain,Road,52.1,0,Hamburg Port,Prague Depot,1
1434.1,Storm,Sea,68.6,0,Rotterdam Gate,Berlin DC,1
240.0,Clear,Road,86.4,0,Hamburg Port,Zurich Terminus,1
586.7,Rain,Road,50.9,1,Munich Hub,Paris Nord,1
438.4,Storm,Rail,74.0,0,Antwerp Freight,Paris Nord,1
1585.5,Storm,Rail,64.4,0,Antwerp Freight,Paris Nord,1
1123.0,Clear,Rail,72.2,0,Milan Cargo,Berlin DC,1
870.3,Storm,Road,70.8,0,Munich Hub,Zurich Terminus,1
1042.8,Clear,Road,86.3,0,Munich Hub,Zurich Terminus,1
1156.5,Rain,Road,73.9,1,Hamburg Port,Paris Nord,0
608.9,Snow,Air,78.5,0,Hamburg Port,Paris Nord,1
789.6,Clear,Road,89.8,0,Milan Cargo,Paris Nord,0
1550.9,Clear,Air,78.7,0,Milan Cargo,Paris Nord,0
2138.0,Fog,Sea,93.0,0,Munich Hub,Berlin DC,1
946.8,Snow,Air,91.0,1,Antwerp Freight,Paris Nord,0
942.8,Snow,Air,50.5,0,Antwerp Freight,Prague Depot,0
714.6,Clear,Rail,73.5,1,Antwerp Freight,Paris Nord,1
1314.4,Clear,Rail,90.3,0,Munich Hub,Warsaw Crossdock,0
990.3,Rain,Road,90.3,0,Antwerp Freight,Paris Nord,0
394.9,Clear,Road,69.1,0,Rotterdam Gate,Berlin DC,0
2379.5,Clear,Sea,47.5,0,Hamburg Port,Berlin DC,0
1104.2,Rain,Rail,83.5,0,Antwerp Freight,Warsaw Crossdock,0
839.3,Storm,Road,72.0,0,Milan Cargo,Warsaw Crossdock,1
216.3,Fog,Road,73.4,0,Hamburg Port,Paris Nord,1
298.0,Clear,Road,89.9,0,Rotterdam Gate,Prague Depot,0
354.8,Clear,Rail,69.4,0,Frankfurt Central,Zurich Terminus,0
141.0,Clear,Road,64.4,0,Munich Hub,Paris Nord,1
636.6,Clear,Air,64.9,0,Munich Hub,Paris Nord,1
507.2,Rain,Road,73.2,0,Antwerp Freight,Berlin DC,0
1281.2,Clear,Rail,46.2,1,Milan Cargo,Prague Depot,0
650.0,Fog,Road,65.0,1,Milan Cargo,Vienna Logistics,1
1071.4,Storm,Road,85.5,0,Milan Cargo,Warsaw Crossdock,1
648.0,Rain,Road,83.7,0,Milan Cargo,Warsaw Crossdock,0
2079.3,Rain,Sea,73.1,0,Antwerp Freight,Paris Nord,0
329.8,Clear,Road,78.1,0,Munich Hub,Paris Nord,0
113.6,Clear,Road,76.4,0,Frankfurt Central,Berlin DC,1
1071.6,Clear,Road,76.5,1,Munich Hub,Vienna Logistics,1
733.0,Clear,Air,59.3,0,Antwerp Freight,Vienna Logistics,0
1115.1,Clear,Road,83.9,0,Rotterdam Gate,Warsaw Crossdock,1
1463.3,Clear,Rail,53.8,0,Milan Cargo,Prague Depot,0
2161.1,Storm,Air,80.0,0,Rotterdam Gate,Vienna Logistics,1
1150.4,Rain,Road,67.2,0,Antwerp Freight,Zurich Terminus,1
422.7,Fog,Road,81.8,1,Frankfurt Central,Paris Nord,0
603.7,Rain,Road,78.8,0,Rotterdam Gate,Prague Depot,1
1023.7,Clear,Road,59.7,1,Antwerp Freight,Berlin DC,1
993.4,Clear,Road,69.1,0,Frankfurt Central,Warsaw Crossdock,0
415.4,Fog,Road,83.9,0,Antwerp Freight,Prague Depot,0
535.8,Clear,Rail,64.4,0,Frankfurt Central,Paris Nord,0
1135.0,Fog,Road,86.4,0,Munich Hub,Zurich Terminus,0
922.9,Clear,Road,85.5,0,Hamburg Port,Zurich Terminus,1
1990.9,Snow,Sea,78.0,0,Frankfurt Central,Vienna Logistics,1
2189.2,Clear,Sea,60.7,0,Rotterdam Gate,Berlin DC,0
1480.5,Clear,Sea,64.7,0,Munich Hub,Vienna Logistics,0
548.6,Snow,Road,63.9,0,Rotterdam Gate,Vienna Logistics,1
934.3,Clear,Rail,68.1,0,Hamburg Port,Prague Depot,0
182.0,Rain,Road,82.0,0,Rotterdam Gate,Paris Nord,0
2039.8,Clear,Air,84.9,0,Frankfurt Central,Paris Nord,0
306.8,Rain,Rail,82.8,0,Hamburg Port,Warsaw Crossdock,0
130.0,Clear,Road,41.7,0,Rotterdam Gate,Paris Nord,1
830.7,Storm,Road,90.0,0,Hamburg Port,Berlin DC,1
100.2,Fog,Road,58.7,1,Rotterdam Gate,Zurich Terminus,1
836.0,Clear,Road,46.4,0,Hamburg Port,Vienna Logistics,0
750.0,Rain,Road,70.9,0,Munich Hub,Paris Nord,1
301.1,Fog,Rail,81.1,0,Munich Hub,Zurich Terminus,0
559.2,Snow,Road,79.5,0,Milan Cargo,Vienna Logistics,1
1773.0,Clear,Rail,77.1,0,Frankfurt Central,Paris Nord,0
2342.4,Rain,Sea,49.1,0,Antwerp Freight,Paris Nord,1
1781.4,Clear,Rail,54.5,0,Antwerp Freight,Warsaw Crossdock,1
308.9,Clear,Road,48.3,0,Hamburg Port,Paris Nord,0
990.2,Storm,Road,69.6,0,Munich Hub,Prague Depot,1
555.9,Fog,Rail,91.0,1,Antwerp Freight,Vienna Logistics,1
694.7,Clear,Road,80.1,0,Frankfurt Central,Vienna Logistics,0
685.0,Clear,Rail,85.9,0,Frankfurt Central,Vienna Logistics,0
893.5,Clear,Rail,64.5,0,Rotterdam Gate,Paris Nord,1
481.1,Rain,Rail,79.6,0,Hamburg Port,Prague Depot,0
1360.6,Clear,Rail,41.1,0,Frankfurt Central,Berlin DC,1
2584.2,Clear,Air,78.7,0,Antwerp Freight,Prague Depot,0
144.6,Rain,Road,81.1,0,Antwerp Freight,Paris Nord,0
436.6,Clear,Rail,88.4,0,Antwerp Freight,Warsaw Crossdock,0
870.8,Storm,Road,92.3,0,Munich Hub,Warsaw Crossdock,1
1374.3,Fog,Rail,76.7,0,Milan Cargo,Warsaw Crossdock,0
630.7,Clear,Road,64.0,0,Antwerp Freight,Zurich Terminus,0
624.8,Clear,Road,71.0,0,Frankfurt Central,Zurich Terminus,0
1589.4,Rain,Rail,69.7,0,Rotterdam Gate,Paris Nord,0
148.4,Rain,Road,90.4,1,Rotterdam Gate,Paris Nord,0
738.5,Storm,Rail,83.6,0,Rotterdam Gate,Paris Nord,0
2193.2,Snow,Air,40.8,0,Milan Cargo,Berlin DC,1
1254.2,Clear,Rail,85.0,0,Antwerp Freight,Vienna Logistics,0
984.5,Clear,Road,64.8,0,Munich Hub,Warsaw Crossdock,0
2456.0,Fog,Sea,84.3,0,Rotterdam Gate,Warsaw Crossdock,0
1132.8,Clear,Air,79.2,0,Milan Cargo,Berlin DC,0
881.7,Clear,Road,36.7,0,Antwerp Freight,Warsaw Crossdock,1
678.7,Clear,Road,71.0,0,Rotterdam Gate,Warsaw Crossdock,0
1246.3,Storm,Rail,82.0,0,Rotterdam Gate,Warsaw Crossdock,1
501.1,Clear,Rail,67.7,0,Munich Hub,Berlin DC,0
2461.2,Storm,Air,57.7,1,Rotterdam Gate,Zurich Terminus,1
325.2,Fog,Road,84.6,0,Hamburg Port,Vienna Logistics,0
2378.3,Clear,Sea,73.4,0,Milan Cargo,Warsaw Crossdock,0
900.6,Fog,Road,94.7,0,Hamburg Port,Vienna Logistics,0
739.9,Snow,Rail,66.1,0,Antwerp Freight,Vienna Logistics,1
355.7,Storm,Rail,62.4,0,Antwerp Freight,Vienna Logistics,1
893.1,Storm,Road,56.9,1,Antwerp Freight,Vienna Logistics,0
741.6,Clear,Rail,61.7,1,Frankfurt Central,Berlin DC,0
2581.4,Storm,Air,78.6,0,Frankfurt Central,Warsaw Crossdock,1
216.7,Clear,Road,85.9,0,Rotterdam Gate,Zurich Terminus,0
2367.7,Clear,Sea,76.1,0,Milan Cargo,Vienna Logistics,0
1058.3,Clear,Rail,80.2,0,Rotterdam Gate,Warsaw Crossdock,0
487.9,Clear,Rail,88.8,0,Antwerp Freight,Berlin DC,0
1177.5,Fog,Road,72.1,0,Milan Cargo,Zurich Terminus,0
726.3,Rain,Road,76.5,1,Milan Cargo,Zurich Terminus,0
1012.5,Clear,Road,83.6,1,Frankfurt Central,Berlin DC,0
556.4,Clear,Road,92.7,0,Rotterdam Gate,Paris Nord,0
1512.8,Clear,Rail,88.1,0,Frankfurt Central,Warsaw Crossdock,1
305.5,Clear,Rail,82.3,0,Munich Hub,Prague Depot,0
1460.2,Clear,Sea,77.0,0,Munich Hub,Berlin DC,0
1171.9,Fog,Rail,65.9,0,Antwerp Freight,Prague Depot,1
221.5,Rain,Road,91.2,0,Munich Hub,Warsaw Crossdock,0
2635.7,Clear,Sea,76.5,0,Antwerp Freight,Paris Nord,0
1538.2,Fog,Sea,88.5,0,Hamburg Port,Warsaw Crossdock,0
1142.2,Fog,Road,89.6,0,Milan Cargo,Paris Nord,0
293.0,Clear,Road,78.0,0,Milan Cargo,Warsaw Crossdock,0
268.8,Clear,Road,88.3,0,Antwerp Freight,Prague Depot,0
1346.3,Clear,Sea,59.1,0,Rotterdam Gate,Paris Nord,1
3001.5,Clear,Sea,63.7,1,Antwerp Freight,Prague Depot,1
471.7,Clear,Road,97.5,0,Rotterdam Gate,Zurich Terminus,0
561.8,Clear,Rail,74.2,0,Rotterdam Gate,Berlin DC,1
476.2,Fog,Road,84.3,0,Rotterdam Gate,Warsaw Crossdock,1
732.6,Snow,Sea,65.4,0,Frankfurt Central,Paris Nord,0
1521.0,Storm,Rail,42.9,0,Rotterdam Gate,Prague Depot,1
652.6,Clear,Road,45.0,0,Munich Hub,Paris Nord,0
1972.4,Storm,Air,68.1,1,Frankfurt Central,Paris Nord,1
137.1,Rain,Road,65.8,0,Rotterdam Gate,Berlin DC,0
381.6,Rain,Road,71.8,1,Milan Cargo,Paris Nord,0
682.1,Rain,Sea,71.1,1,Frankfurt Central,Zurich Terminus,1
778.2,Clear,Rail,83.8,0,Milan Cargo,Vienna Logistics,0
1659.5,Clear,Rail,68.4,1,Antwerp Freight,Prague Depot,0
965.6,Storm,Sea,76.4,0,Hamburg Port,Zurich Terminus,0
589.6,Storm,Sea,71.7,0,Rotterdam Gate,Warsaw Crossdock,0
1471.0,Clear,Rail,81.2,0,Frankfurt Central,Zurich Terminus,0
384.1,Storm,Road,77.8,0,Rotterdam Gate,Prague Depot,0
685.5,Storm,Rail,64.0,1,Rotterdam Gate,Prague Depot,1
1849.1,Clear,Air,65.8,0,Hamburg Port,Vienna Logistics,0
1078.8,Clear,Rail,74.4,1,Hamburg Port,Zurich Terminus,1
816.2,Clear,Road,80.0,0,Hamburg Port,Vienna Logistics,0
1507.0,Rain,Rail,62.6,0,Hamburg Port,Warsaw Crossdock,0
283.3,Fog,Road,79.4,0,Hamburg Port,Vienna Logistics,0
521.5,Clear,Road,91.9,0,Munich Hub,Zurich Terminus,0
103.2,Rain,Road,76.2,0,Antwerp Freight,Berlin DC,1
519.7,Rain,Air,65.6,1,Frankfurt Central,Warsaw Crossdock,0
142.6,Clear,Road,90.3,1,Frankfurt Central,Zurich Terminus,0
467.2,Clear,Sea,65.2,0,Milan Cargo,Paris Nord,0
193.9,Clear,Road,47.9,0,Munich Hub,Paris Nord,0
1287.1,Rain,Rail,72.5,0,Frankfurt Central,Paris Nord,0
2309.6,Storm,Air,65.7,0,Hamburg Port,Warsaw Crossdock,1
431.5,Clear,Rail,55.7,0,Munich Hub,Prague Depot,0
2980.5,Clear,Sea,69.4,0,Antwerp Freight,Zurich Terminus,1
1442.5,Storm,Rail,93.1,0,Munich Hub,Prague Depot,1
1030.6,Clear,Road,87.9,0,Frankfurt Central,Berlin DC,0
916.6,Clear,Road,79.7,0,Rotterdam Gate,Vienna Logistics,1
453.1,Rain,Rail,43.7,0,Milan Cargo,Berlin DC,1
1716.5,Rain,Sea,91.2,0,Frankfurt Central,Warsaw Crossdock,1
1663.7,Rain,Air,81.2,0,Rotterdam Gate,Paris Nord,1
2480.8,Clear,Sea,75.7,0,Munich Hub,Prague Depot,0
506.1,Rain,Road,59.7,1,Rotterdam Gate,Zurich Terminus,1
199.2,Clear,Road,79.5,0,Hamburg Port,Berlin DC,1
425.6,Clear,Road,75.2,0,Rotterdam Gate,Berlin DC,0
815.4,Clear,Air,72.2,0,Antwerp Freight,Prague Depot,0
843.2,Clear,Road,61.8,0,Munich Hub,Warsaw Crossdock,1
512.0,Rain,Sea,86.5,0,Hamburg Port,Zurich Terminus,0
1649.0,Clear,Air,68.3,0,Munich Hub,Berlin DC,0
944.6,Clear,Road,78.1,0,Hamburg Port,Zurich Terminus,0
1039.8,Fog,Road,62.2,0,Munich Hub,Zurich Terminus,0
1385.7,Rain,Rail,95.8,0,Antwerp Freight,Berlin DC,1
604.7,Rain,Road,89.3,1,Rotterdam Gate,Paris Nord,0
435.4,Clear,Road,85.1,0,Rotterdam Gate,Paris Nord,0
985.6,Storm,Road,88.6,1,Munich Hub,Prague Depot,1
